subject,retailer,event,season,discount_pc,discount_money,up_to,sale,free_delivery,name,emoji
Christmas cheer is here!,interflora,Christmas,,,,,,,,
We’d love to hear from you…,interflora,,,,,,,,,
Last chance for autumn blooms 🍁,interflora,,Autumn,,,,,,,emoji
We need your opinions!,interflora,,,,,,,,,
Your how-to guide for making a Christmas wreath,interflora,Christmas,,,,,,,,
Gifts that keep giving 🌱,interflora,,,,,,,,,emoji
Our winter collection is almost ready!,interflora,,Winter,,,,,,,
Win a home full of festive flowers,interflora,,,,,,,,,
Need a hand with Christmas gifts?,interflora,Christmas,,,,,,,,
We’ve got something new to show you 👀,interflora,,,,,,,,,emoji
Have you seen our hampers? 😍,interflora,,,,,,,,,emoji
"[CUSTOMER_NAME], your 10% discount ends today",interflora,,,10%,,,,,[CUSTOMER_NAME],
Floral tips to make your home the best on the street!,interflora,,,,,,,,,
Still need a few gorgeous gifts?,interflora,,,,,,,,,
Our delivery slots are filling up fast,interflora,,,,,,,,,
Last chance to order for Christmas,interflora,Christmas,,,,,,,,
Say a proper Christmas thank you,interflora,Christmas,,,,,,,,
Thank you for another year of support,interflora,,,,,,,,,
This way for free delivery all year 👉,interflora,,,,,,,free delivery,,emoji
Ready for a change?,interflora,,,,,,,,,
Don’t settle for any old birthday blooms,interflora,Birthday,,,,,,,,
Revealed: 2022’s biggest interior trend,interflora,,,,,,,,,
Introducing... our Valentine's Day flowers,interflora,Valentine's,,,,,,,,
"A big, beautiful thank you",interflora,,,,,,,,,
New blooms this season,interflora,,,,,,,,,
Keep the flowers coming!,interflora,,,,,,,,,
Let's get ready for Feb,interflora,,,,,,,,,
This year it’s all about your love 💕,interflora,,,,,,,,,emoji
Make your best friend smile...,interflora,,,,,,,,,
"Ready, set, March!",interflora,,,,,,,,,
Gorgeous new plants alert!,interflora,,,,,,,,,
It's all about her ♀️,interflora,,,,,,,,,emoji
"Psst! Open for your discount, [CUSTOMER_NAME]",interflora,,,,,,,,[CUSTOMER_NAME],
Early bird offer ends tonight,interflora,,,,,,,,,
We've made it easy to show you care 💕,interflora,,,,,,,,,emoji
Spring into a new season,interflora,,Spring,,,,,,,
Mother's Day delivery slots are going fast!,interflora,Mother's Day,,,,,,,,
Flower care tips 💧,interflora,,,,,,,,,emoji
Your April updates 🌻,interflora,,,,,,,,,emoji
Reminder: Treat them this month,interflora,,,,,,,,,
Easter treats this way,interflora,Easter,,,,,,,,
Fill their vase with ❤️,interflora,,,,,,,,,emoji
Send an Easter gift to make them smile...,interflora,Easter,,,,,,,,
Thank you for the best Easter...,interflora,Easter,,,,,,,,
Birthdays looming? We’ve got just the (very special) thing,interflora,Birthday,,,,,,,,
Just launched – the birthday message generator!,interflora,Birthday,,,,,,,,
Your May updates,interflora,,,,,,,,,
Our NEW summer range,interflora,,Summer,,,,,,,
What's new? Take a look 👀,interflora,,,,,,,,,emoji
Oh you shouldn't have...,interflora,,,,,,,,,
The blooms we’ve all been waiting for…,interflora,,,,,,,,,
Put a smile back on their face,interflora,,,,,,,,,
Send a little love their way ❤️,interflora,,,,,,,,,emoji
99 birthdays and a whole lot of love ❤️,interflora,Birthday,,,,,,,,emoji
Did someone say “Big Birthday Giveaway”?,interflora,Birthday,,,,,,,,
June updates 🌸,interflora,,,,,,,,,emoji
Have you spotted one of these near you?,interflora,,,,,,,,,
Time to say thanks,interflora,,,,,,,,,
Switch it up this Father’s Day,interflora,,,,,,,,,
Hay fever-friendly flowers,interflora,,,,,,,,,
Your superheroes await...,interflora,,,,,,,,,
Create special moments on their birthday,interflora,Birthday,,,,,,,,
"Still in bloom, but not for long!",interflora,,,,,,,,,
Meet the Finalists,interflora,,,,,,,,,
Show someone how amazing they are,interflora,,,,,,,,,
Our winner will be crowned tomorrow,interflora,,,,,,,,,
Chocolate and flowers make the perfect pair,interflora,,,,,,,,,
July updates for you,interflora,,,,,,,,,
"A surprise for you, on us",marks & spencer,,,,,,,,,
Discover our next Sparks LIVE event!,marks & spencer,,,,,,,,,
This just in from your local M&S: try our new Book & Shop service,marks & spencer,,,,,,,,,
You're invited to our tastiest Sparks Live event yet!,marks & spencer,,,,,,,,,
A gift to you from us,marks & spencer,,,,,,,,,
Here's your Sparks monthly wrap up,marks & spencer,,,,,,,,,
Open me for the BEST Sparks food offers,marks & spencer,,,,,,,,,
"You're invited to TWO Sparks Live events - our first beauty masterclass, plus an exclusive preview of the Art of Banksy",marks & spencer,,,,,,,,,
An exclusive Sparks offer just for you,marks & spencer,,,,,,,,,
"[CUSTOMER_NAME], your Sparks food offers specially selected for you",marks & spencer,,,,,,,,[CUSTOMER_NAME],
The Father's Day gift guide,marks & spencer,Father's Day,,,,,,,,
Get ready for the next live cookalong with Chris Baber,marks & spencer,,,,,,,,,
Your Sparks wrap-up is here!,marks & spencer,,,,,,,,,
Get a hot drink on us!,marks & spencer,,,,,,,,,
"[CUSTOMER_NAME], open me for an exclusive offer",marks & spencer,,,,,,,,[CUSTOMER_NAME],
M&S Travel Money - Bring on the summer holidays,marks & spencer,,Summer,,,,,,,
Sign up for a taste of The Big Feastival,marks & spencer,,,,,,,,,
These are not just any offers...,marks & spencer,,,,,,,,,
"[CUSTOMER_NAME], support your favourite charity with Sparks",marks & spencer,,,,,,,,[CUSTOMER_NAME],
Your ultimate Christmas gift guide​,marks & spencer,Christmas,,,,,,,,
The Halloween hot list has landed,marks & spencer,,,,,,,,,
Want to win a £250 M&S voucher? Simply guess the voice of Percy!,marks & spencer,,,,£250,,,,,
Watch Percy come to life for the very first time,marks & spencer,,,,,,,,,
Our bestselling gift is back!,marks & spencer,,,,,,,,,
"Christmas sarnies, light-up gifts and SO much more",marks & spencer,Christmas,,,,,,,,
Revealed: the season's must-have food gift,marks & spencer,,,,,,,,,
Cheese fans look this way! Try the tastiest (and cheesiest) party nibbles around,marks & spencer,,,,,,,,,
It’s almost December – time to get your gifts sorted!​,marks & spencer,,,,,,,,,
The dates EVERYONE needs in their diaries,marks & spencer,,,,,,,,,
'Tis the season for great savings! Festive favourites for only £3 each,marks & spencer,,,,£3,,,,,
Serve up an award-winning festive feast​,marks & spencer,,,,,,,,,
Percy’s favourite Christmas puddings,marks & spencer,Christmas,,,,,,,,
New Year's Dine In is here,marks & spencer,,,,,,,,,
"[CUSTOMER_NAME],  attention cheese lover!",marks & spencer,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], an exclusive offer just for you",marks & spencer,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], your exclusive food offers inside",marks & spencer,,,,,,,,[CUSTOMER_NAME],
"The BIG Sparks Giveaway, exclusive to the M&S app",marks & spencer,,,,,,,,,
"[CUSTOMER_NAME], discover exclusive M&S food offers just for you",marks & spencer,,,,,,,,[CUSTOMER_NAME],
"[CUSTOMER_NAME], like free coffee? get one on us",marks & spencer,,,,,,,,[CUSTOMER_NAME],
Get the gift she REALLY wants from £25 and with free delivery,marks & spencer,,,,£25,,,free delivery,,
Final call on beautiful Mother's Day blooms!,marks & spencer,Mother's Day,,,,,,,,
"[CUSTOMER_NAME], see the best blooms, foodie hampers and so much more",marks & spencer,,,,,,,,[CUSTOMER_NAME],
The best gifts from only £10,marks & spencer,,,,£10,,,,,
"Want the M&S food you love for less, [CUSTOMER_NAME]",marks & spencer,,,,,,,,[CUSTOMER_NAME],
Cracking Easter treats and gift ideas,marks & spencer,Easter,,,,,,,,
Save up to £12.50 on your perfect Easter roast,marks & spencer,Easter,,,£1250,up to,,,,
The deal you loved is back!,marks & spencer,,,,,,,,,
Wonderful wines from only £8,marks & spencer,,,,£8,,,,,
"Amazing savings on family meals, barbecue beauties and more",marks & spencer,,,,,,,,,
"[CUSTOMER_NAME], you're invited to a summer flower show",marks & spencer,,Summer,,,,,,[CUSTOMER_NAME],
"Delicious offers too good to miss, [CUSTOMER_NAME]",marks & spencer,,,,,,,,[CUSTOMER_NAME],
Save £10 on our new-in faves with Sparks,marks & spencer,,,,£10,,,,,
Psst! Your Sparks exclusive 15% off flowers offer inside,marks & spencer,,,15%,,,,,,
"Exclusive food offers just for you, [CUSTOMER_NAME]",marks & spencer,,,,,,,,[CUSTOMER_NAME],
"Long weekend = savings on fizz, garden party must-haves and more",marks & spencer,,,,,,,,,
Save over £12 on M&S Food must-trys,marks & spencer,,,,£12,,,,,
"[CUSTOMER_NAME], to celebrate the jubilee, fancy winning a hamper of your choice?",marks & spencer,,,,,,,,[CUSTOMER_NAME],
Your welcome offer is waiting for you,marks & spencer,,,,,,,,,
Final call for £20 peonies!,marks & spencer,,,,£20,,,,,
New Sparks offers and your monthly wrap-up,marks & spencer,,,,,,,,,
Your June wine edit is here!,marks & spencer,,,,,,,,,
A VIP (Very Important Pig) turns 30,marks & spencer,,,,,,,,,
Get £5 off summer blooms,marks & spencer,,Summer,,£5,,,,,
Thank you for your interest!,manning publications,,,,,,,,,
Today's treat—All eBooks 45% off,manning publications,,,45%,,,,,,
Sweet anticipation! Save 45% on all MEAPs at manning.com,manning publications,,,45%,,,,,,
Authors unmasked + Save 45% sitewide and get a FREE treat,manning publications,,,45%,,,,,,
"New MEAPs, Videos, liveProjects and pBooks + up to 45% off",manning publications,,,45%,,up to,,,,
"Surviving K8s, Effective Go, and more! Save up to 45% at manning.com",manning publications,,,45%,,up to,,,,
Sweat the small stuff + Save 40% sitewide,manning publications,,,40%,,,,,,
Just announced! Save 45% on these two new liveProjects + more!,manning publications,,,45%,,,,,,
Ends tomorrow! Save 40% sitewide at manning.com,manning publications,,,40%,,,,,,
"New pBooks, Quantum, and more! Save 40% sitewide at manning.com",manning publications,,,40%,,,,,,
$24.99 eBooks! $29.99 print books! Find out more inside,manning publications,,,,,,,,,
FLASH SALE! 45% off all pBooks TODAY ONLY!,manning publications,,,45%,,,sale,,,
"Geometry, Testing, and Kubernetes + $24.99 eBooks and $29.99 pBooks",manning publications,,,,,,,,,
Weekend roundup! Last chance for $24.99 eBooks and more!,manning publications,,,,,,,,,
8 hours left!  Save 45% on all print books at manning.com,manning publications,,,45%,,,,,,
Just for you! Save 45% on everything at manning.com!,manning publications,,,45%,,,,,,
Master algorithms and save 45% sitewide at manning.com!,manning publications,,,45%,,,,,,
Ends tomorrow! Save 45% sitewide,manning publications,,,45%,,,,,,
It’s Cyber Monday! Half off all 2021 releases TODAY ONLY!,manning publications,Cyber Monday,,,,,,,,
9 hours left! Save half on all 2021 releases!,manning publications,,,,,,,,,
Learn a new language! Save 45% on these selected programming language books!,manning publications,,,45%,,,,,,
"Amplify your web dev skills! Save 45% on selected books, videos and liveProjects",manning publications,,,45%,,,,,,
45% off top 2021 MEAPs,manning publications,,,45%,,,,,,
"Save 45% on Deep Learning with Python, Second Edition and more today!",manning publications,,,45%,,,,,,
MEGADEAL! Half Off Print Books TODAY ONLY!,manning publications,,,,,,,,,
9 hours left! HALF OFF all print books,manning publications,,,,,,,,,
Deep Learning! Save 45% on selected books and liveProjects,manning publications,,,45%,,,,,,
"Conquer CloudOps! 45% off these selected books, MEAPs, and liveProjects!",manning publications,,,45%,,,,,,
"Go live! Save 45% on liveProject, liveAudio, and liveVideo bestsellers!",manning publications,,,45%,,,,,,
New liveProject! Save 45% on Quarkus and Kubernetes liveProjects and books TODAY ONLY,manning publications,,,45%,,,,,,
New MEAP! Save 45% on Geometry for Programmers and more at manning.com TODAY ONLY,manning publications,,,45%,,,,,,
MEGADEAL! HALF OFF all eBooks TODAY ONLY!,manning publications,,,,,,,,,
12 hours left! HALF OFF all eBooks TODAY ONLY!,manning publications,,,,,,,,,
6 hours left! HALF OFF all eBooks!,manning publications,,,,,,,,,
Become a Pythonista! Save 45% on these selected Python books and liveProjects!,manning publications,,,45%,,,,,,
45% off all Microsoft and .NET TODAY ONLY!,manning publications,,,45%,,,,,,
"Data Science day! 45% off all data science books, MEAPs, videos, and liveProjects!",manning publications,,,45%,,,,,,
TODAY ONLY! 45% off pBook bestsellers from 2021,manning publications,,,45%,,,,,,
New MEAP! Graph Algorithms for Data Science,manning publications,,,,,,,,,
MEGADEAL! Half Off All MEAPS!,manning publications,,,,,,,,,
12 hours left! HALF OFF all MEAPs TODAY ONLY,manning publications,,,,,,,,,
Extended! HALF OFF all MEAPS!,manning publications,,,,,,,,,
HALF OFF all MEAPS ends in 6 hours!,manning publications,,,,,,,,,
TODAY ONLY! 45% off 2021 pBook bestsellers,manning publications,,,45%,,,,,,
Celebrate! HALF OFF your entire purchase at manning.com,manning publications,,,,,,,,,
Last minute shopping! SAVE HALF sitewide at manning.com,manning publications,,,,,,,,,
Merry Christmas! Save 50% on EVERYTHING at manning.com,manning publications,Christmas,,50%,,,,,,
Almost gone! SAVE HALF at Manning.com,manning publications,,,,,,,,,
Today’s deal! Save 45% on Securing Cloud Applications and more,manning publications,,,45%,,,,,,
MEGADEAL! Half Off All liveProjects,manning publications,,,,,,,,,
12 hours left! Half off all liveProjects TODAY ONLY!,manning publications,,,,,,,,,
From languages to math! Save 45% off everything for programmers!,manning publications,,,45%,,,,,,
TODAY ONLY! Save 45% on eBook bestsellers from 2021,manning publications,,,45%,,,,,,
"The new stuff! Save 45% on new MEAPs, pBooks and liveProjects",manning publications,,,45%,,,,,,
HALF OFF SITEWIDE! Celebrate New Years Eve at manning.com,manning publications,,,,,,,,,
Ends tomorrow! HALF OFF sitewide,manning publications,,,,,,,,,
Happy New Year! SAVE HALF sitewide,manning publications,,,,,,,,,
Happy New Year! Save 50% until midnight tonight,manning publications,,,50%,,,,,,
"New year, new skills! Save up to 45% at manning.com",manning publications,,,45%,,up to,,,,
Data mesh and more! Save up to 45%,manning publications,,,45%,,up to,,,,
Weekend roundup! A last chance to save up to 45% off,manning publications,,,45%,,up to,,,,
40% off new book and liveProjects!,manning publications,,,40%,,,,,,
Testing. Testing. Save 37% sitewide,manning publications,,,37%,,,,,,
The Weekend Roundup! A last chance to save 37%,manning publications,,,37%,,,,,,
Learn your way in 2022! Save up to 45%,manning publications,,,45%,,up to,,,,
Ends Sunday! Save up to 45%,manning publications,,,45%,,up to,,,,
Skill up! $24.99 eBooks this week at manning.com,manning publications,,,,,,,,,
Machine learning for developers + $24.99 eBooks,manning publications,,,,,,,,,
Have you seen this NEW MEAP? Feature Engineering Bookcamp,manning publications,,,,,,,,,
New releases + $24.99 eBooks ends tomorrow,manning publications,,,,,,,,,
Powered by Python + Save up to 45%,manning publications,,,45%,,up to,,,,
Upgrade your bookshelf! $29.99 pBooks,manning publications,,,,,,,,,
Preorder in print for $29.99! Plus data bestsellers,manning publications,,,,,,,,,
FLASH SALE! All liveProjects $20 TODAY ONLY,manning publications,,,,,,sale,,,
New MEAPs! Robotics and Game Programming Patterns,manning publications,,,,,,,,,
$29.99 print books ends tomorrow + new releases!,manning publications,,,,,,,,,
Save 45% when you buy two!,manning publications,,,45%,,,,,,
Pair up and save 45%,manning publications,,,45%,,,,,,
"New! Anthos in Action, Julia projects, and 45% off when you buy any 2",manning publications,,,45%,,,,,,
This week at Manning,manning publications,,,,,,,,,
Just for you! 40% off with this special code,manning publications,,,40%,,,,,,
Upgrade your ML + Save 40%,manning publications,,,40%,,,,,,
Ends Sunday! Save 40% at manning.com,manning publications,,,40%,,,,,,
"Exclusive! Deep Learning with Python, Second Edition upgrade",manning publications,,,,,,,,,
Language lessons + up to 42% off at manning.com,manning publications,,,42%,,up to,,,,
Engineering Deep Learning Platforms + up to 42% off,manning publications,,,42%,,up to,,,,
Wrapping up the week at Manning,manning publications,,,,,,,,,
Bestsellers! Save 40% on Manning favorites,manning publications,,,40%,,,,,,
Programming bestsellers! Save 40% on your favorites,manning publications,,,40%,,,,,,
Second chances! Save 42% on selected new releases this week,manning publications,,,42%,,,,,,
MEAP Flash Sale! Save 45% on all MEAPs TODAY ONLY,manning publications,,,45%,,,sale,,,
12 hours left! Save 45% on MEAPs at manning.com,manning publications,,,45%,,,,,,
Last chance! 45% off all MEAPs ends in just six hours,manning publications,,,45%,,,,,,
Take another look! Save 42% on 2022 releases,manning publications,,,42%,,,,,,
Last chance! Save 42% on all 2022 new releases,manning publications,,,42%,,,,,,
Lucky you! 47% off print books TODAY ONLY,manning publications,,,47%,,,,,,
8 hours left! 47% off all print books,manning publications,,,47%,,,,,,
Golden skills! 47% off liveProjects TODAY ONLY,manning publications,,,47%,,,,,,
Go green! Save 47% on all eBooks today only,manning publications,,,47%,,,,,,
